,,,,HUMI,PRES,TEMP,cbwd,Iws,precipitation
2014,9,27,2,88.54,1013,23,135,103,0
2014,9,27,3,88.54,1013,23,135,106,0
2014,9,27,4,83.25,1014,23,135,109,0
2014,9,27,5,83.25,1014,23,135,113,0
2014,9,27,6,83.25,1014,23,135,116,0
2014,9,27,7,83.37,1015,24,135,119,0
2014,9,27,8,88.62,1015,24,135,123,0
2014,9,27,9,78.68,1015,26,135,127,0
2014,9,27,10,74.19,1015,27,135,131,0
2014,9,27,11,69.98,1015,28,135,135,0
2014,9,27,12,66.04,1014,29,135,138,0
2014,9,27,13,62.13,1014,29,135,142,0
2014,9,27,14,66.04,1013,29,135,145,0
2014,9,27,15,58.65,1013,30,135,149,0
2014,9,27,16,62.13,1013,29,135,153,0
2014,9,27,17,65.83,1013,28,135,158,0
2014,9,27,18,74.02,1013,26,135,164,0
2014,9,27,19,78.53,1014,25,135,170,0
2014,9,27,20,78.53,1014,25,135,175,0
2014,9,27,21,78.53,1015,25,135,179,0
2014,9,27,22,83.37,1015,24,135,183,0
2014,9,27,23,83.37,1014,24,135,188,0
2014,9,28,0,83.37,1014,24,135,192,0
2014,9,28,1,88.54,1014,23,135,196,0
2014,9,28,2,88.54,1014,23,135,201,0
2014,9,28,3,88.54,1013,23,135,205,0
2014,9,28,4,83.25,1013,23,135,209,0
2014,9,28,5,83.25,1014,23,135,213,0
2014,9,28,6,88.54,1014,23,135,217,0
2014,9,28,7,83.37,1014,24,135,221,0
2014,9,28,8,78.53,1014,25,135,226,0
2014,9,28,9,74.02,1014,26,135,231,0
2014,9,28,10,69.79,1014,27,135,236,0
2014,9,28,11,62.13,1013,29,135,242,0
2014,9,28,12,62.13,1012,29,135,248,0
2014,9,28,13,62.13,1011,29,135,254,None
2014,9,28,14,55.15,1011,30,135,259,0
2014,9,28,15,51.83,1010,30,135,265,0
2014,9,28,16,54.9,1010,29,135,271,0
2014,9,28,17,65.62,1010,27,135,277,0
2014,9,28,18,74.02,1011,26,135,284,0
2014,9,28,19,78.53,1011,25,135,290,0
2014,9,28,20,78.53,1012,25,135,296,0
2014,9,28,21,83.37,1011,24,135,302,0
2014,9,28,22,83.37,1011,24,135,309,0
2014,9,28,23,83.37,1010,24,135,315,0
2014,9,29,0,88.62,1010,24,135,322,0
2014,9,29,1,83.37,1010,24,135,327,0
2014,9,29,2,88.62,1009,24,135,333,0
2014,9,29,3,88.62,1008,24,135,337,0
2014,9,29,4,88.62,1008,24,135,340,0
2014,9,29,5,88.62,1008,24,135,342,0
2014,9,29,6,88.62,1008,24,135,345,0
2014,9,29,7,88.7,1009,25,225,3,0
2014,9,29,8,78.82,1009,27,225,6,0
2014,9,29,9,74.52,1009,29,225,9,0
2014,9,29,10,74.69,1009,30,225,12,0
2014,9,29,11,62.57,1009,31,315,4,0
2014,9,29,12,66.66,1009,32,315,10,0
2014,9,29,13,70.54,1008,31,315,16,0
2014,9,29,14,70.36,1008,30,315,22,0
2014,9,29,15,83.71,1009,27,315,30,0
2014,9,29,16,74.35,1009,28,315,35,0
2014,9,29,17,78.68,1010,26,315,43,0
2014,9,29,18,83.48,1011,25,315,50,0
2014,9,29,19,78.53,1011,25,315,57,0
2014,9,29,20,94.12,1013,23,315,64,0
2014,9,29,21,88.54,1013,23,315,69,0
2014,9,29,22,88.54,1014,23,315,74,0
2014,9,29,23,88.54,1014,23,315,79,0
2014,9,30,0,88.54,1014,23,45,6,0
2014,9,30,1,88.54,1014,23,45,12,0
2014,9,30,2,94.07,1014,22,45,18,0.1
2014,9,30,3,88.45,1014,22,45,24,0
2014,9,30,4,94.07,1014,22,45,30,0
2014,9,30,5,88.45,1015,22,45,38,0
2014,9,30,6,94.03,1016,21,45,45,0.2
2014,9,30,7,94.03,1016,21,45,51,0.1
2014,9,30,8,94.03,1017,21,45,60,0.6
2014,9,30,9,93.98,1018,20,45,69,0.4
2014,9,30,10,88.37,1018,21,45,76,0
2014,9,30,11,88.37,1019,21,45,83,0
2014,9,30,12,83.01,1018,21,45,91,0
2014,9,30,13,78.09,1018,22,45,99,0
2014,9,30,14,73.32,1018,22,45,107,0
2014,9,30,15,68.81,1017,22,45,116,0
2014,9,30,16,68.61,1018,21,45,124,0
2014,9,30,17,64.32,1018,21,45,133,0
2014,9,30,18,68.4,1019,20,45,140,0
2014,9,30,19,68.2,1019,19,45,147,0
2014,9,30,20,77.48,1019,18,45,153,0
2014,9,30,21,72.6,1020,18,45,158,0
2014,9,30,22,77.32,1020,17,45,162,0
2014,9,30,23,82.52,1019,17,45,165,0
2014,10,1,0,82.52,1019,17,45,168,0
2014,10,1,1,82.52,1018,17,45,171,0
2014,10,1,2,82.4,1018,16,45,173,0
2014,10,1,3,82.4,1018,16,315,2,0
2014,10,1,4,87.93,1018,16,315,5,0
2014,10,1,5,82.52,1018,17,315,8,0
2014,10,1,6,82.52,1018,17,315,11,0
2014,10,1,7,82.65,1018,18,315,15,0
2014,10,1,10,64.76,1018,23,45,4,0
2014,10,1,11,57.2,1017,24,45,7,0
2014,10,1,12,50.24,1016,24,45,10,0
2014,10,1,13,50.51,1015,25,45,14,0
2014,10,1,14,50.51,1014,25,45,16,0
2014,10,1,15,50.51,1014,25,315,3,0
2014,10,1,16,50.51,1014,25,45,3,0
2014,10,1,17,53.62,1014,24,45,6,0
2014,10,1,18,60.51,1014,22,45,9,0
2014,10,1,19,64.76,1015,23,45,12,0
2014,10,1,20,68.81,1015,22,135,3,0
2014,10,1,21,73.32,1015,22,135,6,0
2014,10,1,22,77.94,1015,21,135,9,0
2014,10,1,23,82.89,1014,20,225,1,0
2014,10,2,0,82.89,1014,20,135,2,0
2014,10,2,1,88.2,1013,19,225,2,0
2014,10,2,2,82.89,1012,20,135,1,0
2014,10,2,3,88.2,1012,19,45,1,0
2014,10,2,4,88.2,1012,19,225,1,0
2014,10,2,5,88.2,1012,19,None,0,0
2014,10,2,6,88.2,1013,19,None,0,0
2014,10,2,7,88.37,1013,21,None,0,0
2014,10,2,8,73.32,1013,22,315,2,0
2014,10,2,9,69.2,1013,24,315,5,0
2014,10,2,10,61.44,1013,26,315,9,0
2014,10,2,11,54.39,1012,27,315,13,0
2014,10,2,12,57.93,1011,27,315,16,0
2014,10,2,13,54.39,1010,27,315,19,0
2014,10,2,14,48.15,1010,28,315,24,0
2014,10,2,15,51.05,1010,27,315,29,0
2014,10,2,16,50.78,1010,26,315,34,0
2014,10,2,17,53.88,1011,25,315,38,0
2014,10,2,18,57.44,1011,25,45,3,0
2014,10,2,19,57.44,1012,25,45,7,0
2014,10,2,20,60.98,1013,24,45,11,0
2014,10,2,21,64.98,1013,24,45,14,0
2014,10,2,22,64.98,1013,24,135,2,0
2014,10,2,23,64.98,1013,24,135,4,0
2014,10,3,0,78.09,1013,22,45,3,0
2014,10,3,1,77.94,1013,21,45,6,0
2014,10,3,2,82.89,1013,20,45,9,0
2014,10,3,3,88.28,1013,20,45,12,0
2014,10,3,4,83.01,1013,21,45,16,0
2014,10,3,5,88.2,1013,19,45,18,0
2014,10,3,6,88.2,1014,19,45,21,0
2014,10,3,7,83.01,1015,21,45,24,0
2014,10,3,8,78.09,1015,22,45,28,0
2014,10,3,9,60.98,1016,24,45,34,0
2014,10,3,10,61.21,1016,25,45,40,0
2014,10,3,11,54.14,1015,26,45,46,0
2014,10,3,12,57.69,1015,26,45,53,0
2014,10,3,13,53.88,1014,25,45,59,0
2014,10,3,14,54.14,1014,26,45,66,0
2014,10,3,15,53.88,1014,25,45,73,0
2014,10,3,16,53.62,1015,24,45,80,0
2014,10,3,17,53.1,1015,22,45,87,0
2014,10,3,18,56.44,1016,21,45,94,0
2014,10,3,19,63.87,1016,19,45,99,0
2014,10,3,20,68.2,1017,19,45,105,0
2014,10,3,21,68.2,1016,19,45,111,0
2014,10,3,22,68.2,1017,19,45,116,0
2014,10,3,23,72.6,1016,18,45,120,0
2014,10,4,0,77.32,1016,17,45,123,0
2014,10,4,1,77.32,1016,17,45,128,0
2014,10,4,2,82.4,1016,16,45,132,0
2014,10,4,3,82.4,1016,16,45,136,0
2014,10,4,4,82.4,1015,16,45,140,0
2014,10,4,5,82.4,1016,16,45,144,0
2014,10,4,6,82.4,1017,16,45,148,0
2014,10,4,7,77.64,1017,19,45,151,0
2014,10,4,8,64.32,1017,21,45,156,0
2014,10,4,9,60.51,1017,22,45,162,0
2014,10,4,10,57.2,1017,24,45,166,0
2014,10,4,11,57.2,1017,24,45,172,0
2014,10,4,12,50.51,1016,25,45,177,0
2014,10,4,13,47.61,1016,26,45,183,0
2014,10,4,14,50.78,1015,26,45,189,0
2014,10,4,15,50.51,1016,25,45,196,0
2014,10,4,16,53.62,1016,24,45,203,0
2014,10,4,17,56.95,1016,23,45,210,0
2014,10,4,18,60.51,1017,22,45,217,0
2014,10,4,19,68.61,1017,21,45,223,0
2014,10,4,20,68.61,1018,21,45,229,0
2014,10,4,21,72.96,1018,20,45,234,0
2014,10,4,22,72.96,1018,20,45,239,0
2014,10,4,23,77.79,1018,20,45,243,0
2014,10,5,0,88.11,1018,18,45,246,0
2014,10,5,1,82.65,1018,18,45,248,0
2014,10,5,2,93.84,1017,17,45,250,0
2014,10,5,3,88.11,1017,18,315,3,0
2014,10,5,4,88.11,1017,18,315,6,0
2014,10,5,5,93.84,1017,17,315,9,0
2014,10,5,6,93.84,1017,17,315,12,0
2014,10,5,7,88.2,1018,19,315,16,0
2014,10,5,8,83.01,1018,21,315,20,0
2014,10,5,9,69.01,1019,23,45,7,0
2014,10,5,10,60.98,1019,24,45,14,0
2014,10,5,11,57.44,1018,25,45,21,0
2014,10,5,12,54.14,1018,26,45,28,0
2014,10,5,13,54.14,1017,26,45,35,0
2014,10,5,14,50.78,1017,26,45,42,0
2014,10,5,15,54.14,1017,26,45,49,0
2014,10,5,16,57.44,1017,25,45,57,0
2014,10,5,17,64.76,1018,23,45,64,0
2014,10,5,18,68.81,1018,22,45,71,0
2014,10,5,19,73.14,1019,21,45,77,0
2014,10,5,20,73.14,1020,21,45,82,0
2014,10,5,21,77.79,1020,20,45,88,0
2014,10,5,22,77.79,1020,20,45,93,0
2014,10,5,23,82.77,1020,19,45,97,0
2014,10,6,0,82.77,1020,19,45,101,0
2014,10,6,1,88.11,1020,18,45,104,0
2014,10,6,2,88.11,1020,18,315,3,0
2014,10,6,3,88.11,1019,18,315,7,0
2014,10,6,4,88.11,1019,18,315,11,0
2014,10,6,5,88.11,1020,18,315,16,0
2014,10,6,6,93.84,1020,17,315,20,0
2014,10,6,7,82.77,1021,19,45,4,0
2014,10,6,8,68.4,1022,20,45,10,0
2014,10,6,9,56.69,1022,22,45,17,0
2014,10,6,10,43.76,1022,23,45,25,0
2014,10,6,11,47.05,1022,24,45,32,0
2014,10,6,12,47.05,1022,24,45,38,0
2014,10,6,13,38.53,1021,24,45,46,0
2014,10,6,14,38.53,1021,24,45,53,0
2014,10,6,15,40.92,1020,23,45,59,0
2014,10,6,16,49.97,1021,23,45,65,0
2014,10,6,17,56.44,1021,21,45,71,0
2014,10,6,18,60.03,1021,20,45,78,0
2014,10,6,19,56.19,1021,20,45,84,0
2014,10,6,20,60.03,1022,20,45,90,0
2014,10,6,21,60.03,1022,20,45,95,0
2014,10,6,22,63.87,1022,19,45,99,0
2014,10,6,23,82.4,1022,16,45,102,0
2014,10,7,0,77.17,1022,16,315,3,0
2014,10,7,1,77.17,1022,16,315,6,0
2014,10,7,2,87.84,1021,15,315,9,0
2014,10,7,3,82.27,1021,15,45,2,0
2014,10,7,4,87.84,1021,15,45,4,0
2014,10,7,5,87.84,1021,15,45,6,0
2014,10,7,6,87.84,1021,15,315,2,0
2014,10,7,7,88.02,1022,17,315,5,0
2014,10,7,8,72.96,1022,20,45,2,0
2014,10,7,9,56.69,1022,22,45,6,0
2014,10,7,10,49.97,1022,23,45,10,0
2014,10,7,11,43.76,1022,23,45,15,0
2014,10,7,12,49.97,1021,23,45,18,0
2014,10,7,13,41.2,1021,24,45,23,0
2014,10,7,14,41.2,1020,24,45,27,0
2014,10,7,15,38.82,1020,25,45,29,0
2014,10,7,16,41.2,1019,24,45,33,0
2014,10,7,17,53.1,1019,22,45,39,0
2014,10,7,18,49.7,1020,22,45,43,0
2014,10,7,19,52.83,1020,21,45,47,0
2014,10,7,20,56.19,1021,20,45,50,0
2014,10,7,21,56.19,1021,20,45,53,0
2014,10,7,22,56.19,1021,20,45,56,0
2014,10,7,23,59.78,1021,19,45,58,0
2014,10,8,0,63.87,1021,19,45,60,0
2014,10,8,1,72.42,1021,17,45,62,0
2014,10,8,2,67.99,1020,18,None,0,0
2014,10,8,3,72.42,1020,17,None,0,0
2014,10,8,4,77.17,1019,16,45,2,0
2014,10,8,5,77.32,1020,17,45,3,0
2014,10,8,6,77.17,1020,16,45,5,0
2014,10,8,7,72.78,1020,19,45,6,0
2014,10,8,8,60.51,1021,22,45,8,0
2014,10,8,9,53.36,1021,23,45,12,0
2014,10,8,10,53.36,1021,23,45,15,0
2014,10,8,11,50.24,1021,24,45,18,0
2014,10,8,12,53.62,1020,24,45,23,0
2014,10,8,13,50.51,1019,25,45,27,0
2014,10,8,14,53.62,1018,24,45,31,0
2014,10,8,15,53.62,1018,24,45,36,0
2014,10,8,16,60.74,1018,23,45,41,0
2014,10,8,17,60.74,1018,23,45,46,0
2014,10,8,18,64.54,1018,22,45,50,0
2014,10,8,19,68.61,1019,21,45,54,0
2014,10,8,20,68.61,1019,21,45,58,0
2014,10,8,21,68.61,1019,21,45,63,0
2014,10,8,22,72.96,1019,20,45,68,0
2014,10,8,23,72.96,1019,20,45,71,0
2014,10,9,0,77.64,1019,19,45,74,0
2014,10,9,1,72.78,1018,19,45,77,0
2014,10,9,2,72.78,1018,19,45,79,0
2014,10,9,3,72.78,1018,19,45,82,0
2014,10,9,4,77.48,1018,18,45,84,0
2014,10,9,5,77.48,1018,18,45,87,0
2014,10,9,6,77.32,1018,17,45,90,0
2014,10,9,7,72.96,1018,20,45,92,0
2014,10,9,8,64.54,1019,22,45,95,0
2014,10,9,9,56.95,1019,23,45,98,0
2014,10,9,10,53.88,1019,25,45,101,0
2014,10,9,11,53.62,1018,24,45,105,0
2014,10,9,12,53.88,1018,25,45,109,0
2014,10,9,13,57.44,1017,25,45,114,0
2014,10,9,14,57.44,1016,25,45,118,0
2014,10,9,15,57.2,1016,24,45,123,0
2014,10,9,16,60.98,1016,24,45,128,0
2014,10,9,17,64.76,1017,23,45,133,0
2014,10,9,18,64.54,1017,22,45,138,0
2014,10,9,19,64.54,1018,22,45,142,0
2014,10,9,20,56.69,1018,22,45,146,0
2014,10,9,21,68.4,1018,20,45,149,0
2014,10,9,22,72.78,1018,19,45,153,0
2014,10,9,23,72.96,1017,20,45,155,0
2014,10,10,0,77.48,1017,18,45,157,0
2014,10,10,1,88.11,1017,18,315,3,0
2014,10,10,2,88.11,1017,18,45,3,0
2014,10,10,3,88.2,1017,19,45,7,0
2014,10,10,4,82.77,1016,19,45,11,0
2014,10,10,5,82.77,1017,19,45,16,0
2014,10,10,6,72.96,1017,20,45,19,0
2014,10,10,7,77.79,1018,20,45,26,0
2014,10,10,8,77.94,1019,21,45,31,0
2014,10,10,9,69.01,1019,23,45,38,0
2014,10,10,10,64.98,1019,24,45,43,0
2014,10,10,11,64.98,1018,24,45,49,0
2014,10,10,12,65.19,1018,25,45,55,0
2014,10,10,13,57.44,1017,25,45,62,0
2014,10,10,14,54.14,1016,26,45,68,0
2014,10,10,15,54.14,1016,26,45,74,0
2014,10,10,16,53.88,1016,25,45,80,0
2014,10,10,17,60.98,1016,24,45,84,0
2014,10,10,18,69.01,1016,23,45,90,0
2014,10,10,19,78.09,1017,22,45,95,0
2014,10,10,20,83.01,1017,21,45,101,0
2014,10,10,21,77.94,1017,21,45,106,0
2014,10,10,22,83.01,1018,21,45,112,0
2014,10,10,23,83.01,1017,21,45,116,0
2014,10,11,0,88.28,1017,20,45,120,0
2014,10,11,1,88.28,1017,20,45,123,0
2014,10,11,2,88.2,1016,19,45,126,0
2014,10,11,3,93.89,1017,18,45,129,0
2014,10,11,4,93.94,1016,19,45,132,0
2014,10,11,5,93.94,1016,19,315,3,0
2014,10,11,6,88.28,1017,20,45,3,0
2014,10,11,7,93.98,1017,20,45,6,0
2014,10,11,8,88.45,1018,22,45,9,0
2014,10,11,9,78.39,1018,24,45,15,0
2014,10,11,10,69.4,1018,25,45,21,0
2014,10,11,11,65.41,1018,26,45,27,0
2014,10,11,12,61.44,1017,26,45,33,0
2014,10,11,13,61.44,1017,26,45,38,0
2014,10,11,14,65.19,1016,25,45,44,0
2014,10,11,15,61.44,1016,26,45,51,0
2014,10,11,16,65.19,1016,25,45,59,0
2014,10,11,17,69.2,1016,24,45,66,0
2014,10,11,18,73.5,1017,23,45,72,0
2014,10,11,19,78.09,1017,22,45,79,0
2014,10,11,20,73.32,1018,22,45,86,0
2014,10,11,21,68.81,1018,22,45,92,0
2014,10,11,22,73.14,1018,21,45,101,0
2014,10,11,23,73.14,1018,21,45,106,0
2014,10,12,0,77.94,1017,21,45,113,0
2014,10,12,1,77.94,1017,21,45,119,0
2014,10,12,2,73.14,1016,21,45,126,0
2014,10,12,3,73.14,1016,21,45,132,0
2014,10,12,4,77.79,1016,20,45,137,0
2014,10,12,5,82.89,1016,20,45,143,0
2014,10,12,6,82.89,1016,20,45,150,0
2014,10,12,7,82.89,1016,20,45,156,0
2014,10,12,8,77.94,1017,21,45,163,0
2014,10,12,9,73.32,1016,22,45,171,0
2014,10,12,10,60.98,1016,24,45,180,0
2014,10,12,11,57.44,1015,25,45,191,0
2014,10,12,12,53.88,1014,25,45,201,None
2014,10,12,13,53.88,1014,25,45,213,0
2014,10,12,14,54.14,1013,26,45,223,0
2014,10,12,15,50.51,1013,25,45,233,0
2014,10,12,16,57.2,1013,24,45,242,0
2014,10,12,17,60.74,1014,23,45,252,0
2014,10,12,18,64.32,1014,21,45,262,0
2014,10,12,19,68.61,1014,21,45,272,0
2014,10,12,20,68.61,1015,21,45,280,0
2014,10,12,21,68.61,1015,21,45,290,0
2014,10,12,22,68.61,1015,21,315,10,0
2014,10,12,23,68.4,1015,20,45,10,0
2014,10,13,0,68.4,1015,20,315,10,0
2014,10,13,1,72.78,1015,19,315,19,0
2014,10,13,2,72.78,1016,19,315,27,0
2014,10,13,3,68.2,1016,19,315,37,0
2014,10,13,4,68.2,1016,19,315,45,0
2014,10,13,5,67.99,1017,18,315,56,0
2014,10,13,6,72.42,1017,17,315,63,0
2014,10,13,7,72.42,1018,17,315,71,0
2014,10,13,8,67.78,1019,17,315,81,0
2014,10,13,9,59.54,1020,18,315,89,0
2014,10,13,10,55.93,1020,19,315,97,0
2014,10,13,11,52.56,1020,20,315,106,0
2014,10,13,12,49.15,1019,20,315,115,0
2014,10,13,13,46.21,1019,21,315,125,0
2014,10,13,14,43.19,1018,21,315,134,0
2014,10,13,15,40.34,1018,21,315,142,0
2014,10,13,16,45.93,1019,20,315,151,None
2014,10,13,17,48.87,1019,19,315,158,0
2014,10,13,18,48.59,1020,18,315,165,0
2014,10,13,19,52.02,1020,18,315,172,0
2014,10,13,20,52.02,1021,18,315,178,0
2014,10,13,21,48.31,1021,17,315,185,0
2014,10,13,22,55.15,1021,16,315,190,0
2014,10,13,23,55.15,1021,16,315,195,0
2014,10,14,0,58.79,1021,15,315,199,0
2014,10,14,1,54.88,1021,15,315,203,0
2014,10,14,2,58.54,1021,14,315,207,0
2014,10,14,3,58.54,1021,14,315,211,0
2014,10,14,4,58.54,1021,14,315,216,0
2014,10,14,5,58.54,1021,14,315,221,0
2014,10,14,6,62.48,1022,13,315,226,0
2014,10,14,7,58.54,1022,14,315,231,0
2014,10,14,8,55.15,1022,16,315,236,0
2014,10,14,9,51.75,1022,17,315,242,0
2014,10,14,10,37.06,1022,19,315,247,0
2014,10,14,11,32.46,1021,20,315,255,0
2014,10,14,12,30.23,1020,20,315,263,0
2014,10,14,13,32.75,1020,21,315,270,0
2014,10,14,14,28.43,1019,21,315,277,0
2014,10,14,15,28.43,1019,21,315,284,0
2014,10,14,16,30.23,1020,20,315,292,0
2014,10,14,17,37.06,1020,19,45,6,0
2014,10,14,18,36.77,1020,18,45,10,0
2014,10,14,19,39.16,1021,17,315,4,0
2014,10,14,20,47.74,1021,15,45,3,0
2014,10,14,21,51.2,1022,15,45,5,0
2014,10,14,22,58.54,1022,14,45,7,0
2014,10,14,23,51.2,1021,15,45,9,0
2014,10,15,0,51.2,1021,15,315,2,0
2014,10,15,1,62.71,1021,14,None,1,0
2014,10,15,2,66.93,1021,13,None,1,0
2014,10,15,3,71.47,1021,12,225,2,0
2014,10,15,4,76.52,1021,12,225,3,0
2014,10,15,5,81.75,1021,11,225,4,0
2014,10,15,6,81.75,1021,11,225,6,0
2014,10,15,7,67.15,1021,14,None,0,0
2014,10,15,8,48.03,1022,16,315,3,0
2014,10,15,9,34.24,1022,18,315,7,0
2014,10,15,10,28.14,1021,20,315,11,0
2014,10,15,11,26.46,1021,21,315,14,0
2014,10,15,12,28.71,1020,22,315,18,0
2014,10,15,13,27.02,1019,23,315,23,0
2014,10,15,14,26.74,1018,22,315,27,0
2014,10,15,15,27.02,1018,23,315,30,0
2014,10,15,16,33.05,1018,22,315,33,0
2014,10,15,17,40.34,1018,21,225,4,0
2014,10,15,18,42.9,1019,20,225,7,0
2014,10,15,19,45.65,1019,19,225,9,0
2014,10,15,20,45.36,1020,18,225,10,0
2014,10,15,21,48.59,1020,18,135,3,0
2014,10,15,22,55.67,1021,18,135,6,0
2014,10,15,23,59.29,1020,17,135,9,0
2014,10,16,0,67.57,1020,16,135,10,0
2014,10,16,1,67.57,1021,16,225,2,0
2014,10,16,2,72.04,1021,15,None,1,0
2014,10,16,3,76.84,1021,14,225,2,0
2014,10,16,4,77.01,1021,15,None,0,0
2014,10,16,5,76.84,1022,14,None,0,0
2014,10,16,6,82.14,1022,14,225,1,0
2014,10,16,7,82.27,1023,15,225,2,0
2014,10,16,8,59.54,1023,18,None,1,0
2014,10,16,9,46.21,1024,21,315,2,0
2014,10,16,10,35.71,1023,23,315,4,0
2014,10,16,11,36,1023,24,45,2,0
2014,10,16,12,36,1023,24,45,5,0
2014,10,16,13,36.29,1022,25,45,9,0
2014,10,16,14,38.53,1022,24,45,15,0
2014,10,16,15,46.78,1022,23,45,19,0
2014,10,16,16,49.97,1022,23,45,23,0
2014,10,16,17,56.69,1022,22,45,28,0
2014,10,16,18,56.44,1023,21,45,34,0
2014,10,16,19,60.27,1023,21,45,38,0
2014,10,16,20,60.03,1024,20,45,41,0
2014,10,16,21,64.09,1024,20,45,44,0
2014,10,16,22,64.09,1024,20,45,47,0
2014,10,16,23,68.2,1024,19,45,50,0
2014,10,17,0,64.09,1023,20,45,53,0
2014,10,17,1,68.2,1023,19,45,56,0
2014,10,17,2,68.2,1023,19,45,58,0
2014,10,17,3,63.87,1023,19,45,59,0
2014,10,17,4,68.2,1023,19,135,1,0
2014,10,17,5,68.2,1023,19,45,2,0
2014,10,17,6,68.2,1023,19,45,4,0
2014,10,17,7,63.87,1023,19,45,6,0
2014,10,17,8,60.27,1024,21,45,9,0
2014,10,17,9,56.44,1024,21,135,3,0
2014,10,17,10,49.7,1023,22,135,6,0
2014,10,17,11,38.53,1022,24,135,9,0
2014,10,17,12,38.53,1022,24,135,12,0
2014,10,17,13,38.53,1021,24,135,14,0
2014,10,17,14,47.05,1020,24,135,18,0
2014,10,17,15,44.04,1020,24,135,21,0
2014,10,17,16,44.04,1020,24,135,24,0
2014,10,17,17,46.49,1020,22,135,28,0
2014,10,17,18,49.42,1021,21,135,33,0
2014,10,17,19,52.83,1021,21,135,38,0
2014,10,17,20,56.19,1021,20,135,42,0
2014,10,17,21,60.03,1022,20,135,46,0
2014,10,17,22,60.03,1021,20,135,51,0
2014,10,17,23,60.03,1021,20,135,55,0
2014,10,18,0,63.87,1021,19,135,58,0
2014,10,18,1,63.87,1020,19,135,62,0
2014,10,18,2,63.87,1020,19,135,65,0
2014,10,18,3,63.87,1020,19,45,3,0
2014,10,18,4,63.87,1020,19,135,3,0
2014,10,18,5,68.2,1020,19,135,6,0
2014,10,18,6,68.2,1020,19,135,9,0
2014,10,18,7,68.2,1021,19,135,13,0
2014,10,18,8,64.09,1022,20,135,17,0
2014,10,18,9,60.27,1022,21,135,21,0
2014,10,18,10,49.97,1022,23,135,26,0
2014,10,18,11,47.05,1022,24,135,31,0
2014,10,18,12,50.24,1021,24,135,35,0
2014,10,18,13,47.05,1020,24,135,40,0
2014,10,18,14,41.49,1019,25,135,46,0
2014,10,18,15,44.33,1019,25,135,51,0
2014,10,18,16,50.24,1019,24,135,56,0
2014,10,18,17,56.69,1020,22,135,60,0
2014,10,18,18,64.32,1020,21,135,65,0
2014,10,18,19,68.61,1020,21,135,69,0
2014,10,18,20,72.96,1020,20,135,74,0
2014,10,18,21,77.79,1021,20,135,78,0
2014,10,18,22,77.79,1021,20,135,81,0
2014,10,18,23,82.77,1020,19,135,84,0
2014,10,19,0,77.79,1020,20,135,88,0
2014,10,19,1,77.64,1020,19,135,92,0
2014,10,19,2,82.77,1019,19,135,96,0
2014,10,19,3,82.77,1019,19,135,99,0
2014,10,19,4,82.89,1018,20,135,103,0
2014,10,19,5,82.89,1018,20,135,107,0
2014,10,19,6,82.89,1018,20,135,111,0
2014,10,19,7,88.28,1019,20,135,115,0
2014,10,19,8,78.09,1019,22,135,119,0
2014,10,19,9,73.5,1019,23,135,125,0
2014,10,19,10,57.44,1019,25,135,133,0
2014,10,19,11,50.78,1018,26,225,8,0
2014,10,19,12,50.78,1017,26,225,16,0
2014,10,19,13,54.14,1016,26,225,24,0
2014,10,19,14,54.14,1015,26,225,32,0
2014,10,19,15,54.14,1015,26,135,7,0
2014,10,19,16,61.21,1015,25,135,14,0
2014,10,19,17,57.44,1015,25,135,20,0
2014,10,19,18,64.98,1015,24,135,26,0
2014,10,19,19,73.5,1016,23,135,31,0
2014,10,19,20,73.5,1016,23,135,37,0
2014,10,19,21,78.09,1016,22,135,42,0
2014,10,19,22,78.09,1016,22,135,47,0
2014,10,19,23,78.09,1016,22,135,52,0
2014,10,20,0,78.09,1016,22,135,56,0
2014,10,20,1,78.09,1015,22,135,60,0
2014,10,20,2,83.01,1015,21,135,63,0
2014,10,20,3,83.01,1014,21,135,67,0
2014,10,20,4,83.01,1014,21,135,71,0
2014,10,20,5,88.28,1014,20,135,74,0
2014,10,20,6,82.89,1015,20,135,76,0
2014,10,20,7,83.01,1015,21,225,3,0
2014,10,20,8,69.01,1015,23,225,7,0
2014,10,20,9,61.21,1015,25,225,12,0
2014,10,20,10,54.39,1015,27,225,16,0
2014,10,20,11,54.65,1015,28,225,19,0
2014,10,20,12,48.42,1014,29,225,22,0
2014,10,20,13,45.72,1012,30,225,24,0
2014,10,20,14,43.18,1012,31,225,26,0
2014,10,20,15,48.69,1012,30,135,4,0
2014,10,20,16,51.57,1012,29,225,4,0
2014,10,20,17,61.67,1012,27,225,9,0
2014,10,20,18,57.69,1012,26,135,4,0
2014,10,20,19,61.21,1013,25,135,7,0
2014,10,20,20,69.2,1013,24,135,11,0
2014,10,20,21,78.24,1013,23,135,15,0
2014,10,20,22,78.24,1013,23,135,17,0
2014,10,20,23,83.13,1013,22,135,20,0
2014,10,21,0,83.13,1013,22,135,22,0
2014,10,21,1,83.13,1012,22,135,25,0
2014,10,21,2,88.37,1012,21,135,27,0
2014,10,21,3,88.37,1012,21,225,1,0
2014,10,21,4,83.01,1011,21,225,3,0
2014,10,21,5,83.01,1011,21,225,6,0
2014,10,21,6,88.28,1012,20,225,7,0
2014,10,21,7,83.13,1012,22,225,8,0
2014,10,21,8,73.5,1014,23,315,5,0
